project_id,parameter,value,low,high,unit,currency,evidence_class,benchmark_pack_id,source_id,reason,review_status
VN-GY-GIAVICO,debt_all_in_rate,10.5,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GIAVICO,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GIAVICO,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GIAVICO,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GIAVICO,fx_to_usd,25500,,,local_currency_per_USD,VND,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,annual_generation_kwh,600000,510000,630000,kWh,,BENCHMARK_ASSUMPTION,VN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-DUYNHAT,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,annual_customer_load_kwh,600000,,,kWh,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,ppa_price_local_per_kwh,2600,,,local_currency_per_kWh,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,MOIT-EVN,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,project_cost_local,275000,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,financing_amount_local,192500,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,debt_all_in_rate,10.5,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-DUYNHAT,fx_to_usd,25500,,,local_currency_per_USD,VND,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,annual_generation_kwh,13000000,11050000,13650000,kWh,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-GOMALL,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-GOMALL,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,annual_customer_load_kwh,13000000,,,kWh,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,ppa_price_local_per_kwh,2600,,,local_currency_per_kWh,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,MOIT-EVN,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,project_cost_local,4950000,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,financing_amount_local,3465000,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,ppa_tenor_years,20,,,years,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-GOMALL,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,debt_all_in_rate,10.5,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-GOMALL,fx_to_usd,25500,,,local_currency_per_USD,VND,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,annual_generation_kwh,3192000,2713200,3351600,kWh,,BENCHMARK_ASSUMPTION,VN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-LOTTEMART,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,annual_customer_load_kwh,3192000,,,kWh,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,ppa_price_local_per_kwh,2600,,,local_currency_per_kWh,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,MOIT-EVN,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,project_cost_local,1463000,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,financing_amount_local,1024100,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,ppa_tenor_years,22,,,years,,OBSERVED_PROJECT_FACT,VN-CI-2026,GY-VN-LOTTEMART,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,debt_all_in_rate,10.5,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-GY-LOTTEMART,fx_to_usd,25500,,,local_currency_per_USD,VND,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,annual_generation_kwh,7800000,6630000,8190000,kWh,,BENCHMARK_ASSUMPTION,VN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,VN-CI-2026,IFC-46500,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,annual_customer_load_kwh,7800000,,,kWh,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,ppa_price_local_per_kwh,2600,,,local_currency_per_kWh,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,MOIT-EVN,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,project_cost_local,3575000,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,financing_amount_local,2502500,,,local_currency,VND,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,debt_all_in_rate,10.5,,,percent,,BENCHMARK_ASSUMPTION,VN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
VN-IFC-KES-MDF,fx_to_usd,25500,,,local_currency_per_USD,VND,ANALYST_ASSUMPTION,VN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,annual_generation_kwh,2508000,2131800,2633400,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,IN-CI-2026,FPEL-ARISUDHANA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,annual_customer_load_kwh,2508000,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,project_cost_local,1149500,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,financing_amount_local,804650,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-ARISUDHANA,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,annual_generation_kwh,543600,462060,570780,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,IN-CI-2026,FPEL-SOLARA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,annual_customer_load_kwh,543600,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,project_cost_local,249150,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,financing_amount_local,174405,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-CUDDALORE,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,annual_generation_kwh,202800,172380,212940,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,IN-CI-2026,FPEL-SOLARA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,annual_customer_load_kwh,202800,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,project_cost_local,92950,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,financing_amount_local,65065,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
